Species,Longitude,Latitude,populations,GARP_C_N,GARP_ALL,GBM_C_N,GBM_ALL,MAXENT_C_N,GLM_ALL,KDE_C_N,KDE_ALL,MAXENT_ALL,NICHEA_ALL,NICHEA_C_N,GLM_C_N
Lycalopex_fulvipes,-74.0875,-42.579167,Chiloe,1.0,1.0,0.6072468757629395,0.8405973315238953,0.5395410060882568,0.9079999923706055,1.0,1.0,0.5939069986343384,0.003904761979356408,0.007428571581840515,0.8579999804496765
Lycalopex_fulvipes,-74.0875,-42.5875,Chiloe,1.0,1.0,0.6239292025566101,0.6541211009025574,0.5740870237350464,0.9330000281333923,0.0,1.0,0.6346499919891357,0.0037142857909202576,0.007333333604037762,0.8980000019073486
Lycalopex_fulvipes,-74.0875,-42.595833,Chiloe,1.0,1.0,0.7605528235435486,0.8424695134162903,0.5303130149841309,0.8989999890327454,1.0,1.0,0.5781390070915222,0.003904761979356408,0.007333333604037762,0.8460000157356262
Lycalopex_fulvipes,-73.945833,-43.1125,Chiloe,1.0,1.0,0.847985565662384,0.9294419288635254,0.6260640025138855,0.8370000123977661,1.0,1.0,0.6246529817581177,0.0029523810371756554,0.006761904805898666,0.7699999809265137
Lycalopex_fulvipes,-73.945833,-43.120833,Chiloe,1.0,1.0,0.797187328338623,0.9429303407669067,0.69336998462677,0.8600000143051147,1.0,1.0,0.6860460042953491,0.0025714286603033543,0.006190476473420858,0.8080000281333923
Lycalopex_fulvipes,-74.1625,-42.870833,Chiloe,1.0,1.0,0.7730014324188232,0.7146740555763245,0.6953510046005249,0.9660000205039978,1.0,1.0,0.7749850153923035,0.0023809524718672037,0.005333333741873503,0.9549999833106995
Lycalopex_fulvipes,-73.570833,-41.8375,Chiloe,1.0,1.0,0.8167163133621216,0.7009284496307373,0.3304370045661926,0.8790000081062317,1.0,1.0,0.39680400490760803,0.004761904943734407,0.007619047537446022,0.800000011920929
Lycalopex_fulvipes,-74.070833,-42.570833,Chiloe,1.0,1.0,0.579392671585083,0.7031441926956177,0.4319320023059845,0.8230000138282776,1.0,1.0,0.4600229859352112,0.004095238167792559,0.007428571581840515,0.7360000014305115
Lycalopex_fulvipes,-74.070833,-42.545833,Chiloe,0.10000000149011612,0.0,0.08990948647260666,0.06272625178098679,0.01460140012204647,0.296999990940094,0.0,1.0,0.011646199971437454,0.003523809602484107,0.006285714451223612,0.23899999260902405
Lycalopex_fulvipes,-74.070833,-42.554167,Chiloe,0.10000000149011612,0.0,0.08931273221969604,0.0620553195476532,0.05112659931182861,0.3479999899864197,1.0,1.0,0.04522540047764778,0.0034285716246813536,0.006380952429026365,0.27799999713897705
Lycalopex_fulvipes,-74.120833,-42.6875,Chiloe,1.0,1.0,0.6145923137664795,0.7388145327568054,0.605226993560791,0.953000009059906,1.0,1.0,0.6800879836082458,0.0033333334140479565,0.006666666828095913,0.9319999814033508
Lycalopex_fulvipes,-74.120833,-42.7125,Chiloe,1.0,1.0,0.637591540813446,0.7522895932197571,0.6062189936637878,0.9480000138282776,1.0,1.0,0.6901370286941528,0.0033333334140479565,0.006666666828095913,0.925000011920929
Lycalopex_fulvipes,-74.120833,-43.145833,Chiloe,1.0,1.0,0.9332954287528992,0.9331077337265015,0.7250620126724243,0.9139999747276306,1.0,1.0,0.738381028175354,0.0020000000949949026,0.00447619054466486,0.8889999985694885
Lycalopex_fulvipes,-73.979167,-43.120833,Chiloe,1.0,0.699999988079071,0.7196973562240601,0.5586567521095276,0.5782899856567383,0.7639999985694885,1.0,1.0,0.5594030022621155,0.0023809524718672037,0.00552380969747901,0.6980000138282776
Lycalopex_fulvipes,-74.2625,-43.145833,Chiloe,0.8999999761581421,1.0,0.8589016199111938,0.921516478061676,0.4974530041217804,0.9700000286102295,1.0,1.0,0.5307809710502625,9.523810149403289E-5,4.761904710903764E-4,0.9670000076293945
Lycalopex_fulvipes,-73.745833,-43.329167,Chiloe,0.800000011920929,0.699999988079071,0.27054813504219055,0.23550967872142792,0.30407899618148804,0.902999997138977,1.0,1.0,0.34685200452804565,0.0012380952248349786,0.005428571719676256,0.8550000190734863
Lycalopex_fulvipes,-74.029167,-42.079167,Chiloe,1.0,1.0,0.9166733622550964,0.8509339690208435,0.5731440186500549,0.8849999904632568,1.0,1.0,0.6495609879493713,0.0011428571306169033,0.0022857142612338066,0.8130000233650208
Lycalopex_fulvipes,-73.4875,-43.1125,Chiloe,1.0,1.0,0.7198237776756287,0.8776138424873352,0.5883340239524841,0.9020000100135803,1.0,1.0,0.6370490193367004,0.0029523810371756554,0.006476190872490406,0.843999981880188
Lycalopex_fulvipes,-73.795833,-43.020833,Chiloe,1.0,1.0,0.9263303279876709,0.8102353811264038,0.5872960090637207,0.8730000257492065,1.0,1.0,0.6126769781112671,0.0033333334140479565,0.007047619204968214,0.8130000233650208
Lycalopex_fulvipes,-74.295833,-43.145833,Chiloe,1.0,1.0,0.8266531229019165,0.7657577991485596,0.7582520246505737,0.9559999704360962,1.0,1.0,0.7990249991416931,5.714285653084517E-4,0.001047619036398828,0.949999988079071
Lycalopex_fulvipes,-74.154167,-43.3125,Chiloe,1.0,1.0,0.7742796540260315,0.9434046149253845,0.8716999888420105,0.9660000205039978,1.0,1.0,0.8929389715194702,4.761904710903764E-4,0.0034285716246813536,0.9610000252723694
Lycalopex_fulvipes,-74.0625,-42.154167,Chiloe,1.0,1.0,0.9399821758270264,0.883399248123169,0.5917869806289673,0.8980000019073486,1.0,1.0,0.6518459916114807,0.0020000000949949026,0.004857142921537161,0.8370000123977661
Lycalopex_fulvipes,-74.0625,-42.145833,Chiloe,1.0,1.0,0.9697697162628174,0.9462655782699585,0.6847149729728699,0.9110000133514404,1.0,1.0,0.7357810139656067,0.0016190477181226015,0.004285714123398066,0.8600000143051147
Lycalopex_fulvipes,-73.829167,-41.954167,Chiloe,0.8999999761581421,0.800000011920929,0.6341691613197327,0.35042479634284973,0.27952298521995544,0.8619999885559082,1.0,1.0,0.3650049865245819,3.8095240597613156E-4,7.619048119522631E-4,0.7749999761581421
Lycalopex_fulvipes,-74.1125,-42.6875,Chiloe,1.0,1.0,0.7280553579330444,0.736873984336853,0.6393309831619263,0.9559999704360962,1.0,1.0,0.7223719954490662,0.0029523810371756554,0.006095238495618105,0.9380000233650208
Lycalopex_fulvipes,-73.970833,-42.754167,Chiloe,1.0,1.0,0.705963671207428,0.8334081768989563,0.5415289998054504,0.9179999828338623,1.0,1.0,0.6007090210914612,0.003904761979356408,0.0071428571827709675,0.8759999871253967
Lycalopex_fulvipes,-73.7875,-43.0125,Chiloe,1.0,1.0,0.8883451819419861,0.8096041083335876,0.5589590072631836,0.8510000109672546,1.0,1.0,0.5808249711990356,0.0034285716246813536,0.0071428571827709675,0.781000018119812
Lycalopex_fulvipes,-73.7875,-43.020833,Chiloe,1.0,1.0,0.8691954612731934,0.8241398930549622,0.5372490286827087,0.824999988079071,1.0,1.0,0.5537289977073669,0.0034285716246813536,0.007047619204968214,0.7480000257492065
Lycalopex_fulvipes,-74.2875,-43.145833,Chiloe,1.0,1.0,0.7776944637298584,0.754403293132782,0.7471969723701477,0.949999988079071,1.0,1.0,0.7847769856452942,5.714285653084517E-4,9.523809421807528E-4,0.9430000185966492
Lycalopex_fulvipes,-74.145833,-42.829167,Chiloe,1.0,1.0,0.6211004853248596,0.8086526989936829,0.6228880286216736,0.921999990940094,1.0,1.0,0.664825975894928,0.0029523810371756554,0.005714286118745804,0.890999972820282
Lycalopex_fulvipes,-73.604167,-41.995833,Chiloe,1.0,1.0,0.41791319847106934,0.7098680138587952,0.37103399634361267,0.847000002861023,1.0,1.0,0.43828898668289185,0.003238095436245203,0.0051428573206067085,0.746999979019165
Lycalopex_fulvipes,-74.195833,-43.145833,Chiloe,1.0,0.699999988079071,0.7701528072357178,0.4015405476093292,0.6743379831314087,0.8989999890327454,1.0,1.0,0.695281982421875,6.666667177341878E-4,0.0012380952248349786,0.8849999904632568
Lycalopex_fulvipes,-74.054167,-42.145833,Chiloe,1.0,1.0,0.9691506624221802,0.9463871717453003,0.6871740221977234,0.9100000262260437,1.0,1.0,0.7384459972381592,0.0015238096239045262,0.004095238167792559,0.8579999804496765
Lycalopex_fulvipes,-74.054167,-42.104167,Chiloe,1.0,1.0,0.9646831750869751,0.9464450478553772,0.6756229996681213,0.9089999794960022,1.0,1.0,0.7336789965629578,0.0012380952248349786,0.0037142857909202576,0.8569999933242798
Lycalopex_fulvipes,-73.9625,-43.120833,Chiloe,1.0,1.0,0.904769241809845,0.8811482787132263,0.6564159989356995,0.8180000185966492,1.0,1.0,0.6399940252304077,0.0025714286603033543,0.005904762074351311,0.7580000162124634
Lycalopex_fulvipes,-74.120833,-43.354167,Chiloe,1.0,1.0,0.8339568376541138,0.9612935781478882,0.8817239999771118,0.9589999914169312,1.0,1.0,0.8920360207557678,5.714285653084517E-4,0.004095238167792559,0.9520000219345093
Lycalopex_fulvipes,-73.729167,-43.054167,Chiloe,1.0,1.0,0.9313942193984985,0.9089886546134949,0.6101549863815308,0.871999979019165,1.0,1.0,0.6289179921150208,0.0033333334140479565,0.0071428571827709675,0.8100000023841858
Lycalopex_fulvipes,-74.0125,-42.645833,Chiloe,1.0,1.0,0.8303287029266357,0.43820106983184814,0.3508549928665161,0.8090000152587891,1.0,1.0,0.35436099767684937,0.004571428522467613,0.007809523958712816,0.7110000252723694
Lycalopex_fulvipes,-74.0125,-43.129167,Chiloe,1.0,1.0,0.915655791759491,0.9286074042320251,0.660256028175354,0.8619999885559082,1.0,1.0,0.6576550006866455,0.002857143059372902,0.006380952429026365,0.8069999814033508
Lycalopex_fulvipes,-74.0125,-43.1375,Chiloe,1.0,1.0,0.8599634766578674,0.9402898550033569,0.7080579996109009,0.8659999966621399,1.0,1.0,0.6995369791984558,0.0023809524718672037,0.005619047675281763,0.8209999799728394
Lycalopex_fulvipes,-74.0125,-42.0625,Chiloe,1.0,0.8999999761581421,0.9071895480155945,0.4826160669326782,0.5516290068626404,0.8809999823570251,1.0,1.0,0.6341279745101929,7.619048119522631E-4,0.0017142858123406768,0.8069999814033508
Lycalopex_fulvipes,-73.995833,-42.004167,Chiloe,1.0,1.0,0.7619169354438782,0.7915807366371155,0.4634929895401001,0.8289999961853027,1.0,1.0,0.5326120257377625,0.0013333334354683757,0.0025714286603033543,0.7250000238418579
Lycalopex_fulvipes,-73.995833,-43.129167,Chiloe,1.0,1.0,0.8573533892631531,0.9435161352157593,0.704662024974823,0.8700000047683716,1.0,1.0,0.6981260180473328,0.002476190449669957,0.005809524096548557,0.8240000009536743
Lycalopex_fulvipes,-74.1375,-42.720833,Chiloe,1.0,1.0,0.6294674277305603,0.6433190107345581,0.6194869875907898,0.9509999752044678,1.0,1.0,0.7030720114707947,0.003142857225611806,0.006476190872490406,0.9300000071525574
Lycalopex_fulvipes,-74.279167,-43.145833,Chiloe,1.0,1.0,0.8337452411651611,0.825045108795166,0.7533869743347168,0.9490000009536743,1.0,1.0,0.7891759872436523,6.666667177341878E-4,0.0012380952248349786,0.9409999847412109
Lycalopex_fulvipes,-73.904167,-42.395833,Chiloe,1.0,1.0,0.6342145204544067,0.5512353777885437,0.2050050050020218,0.6290000081062317,1.0,1.0,0.2358819991350174,0.004190476145595312,0.006761904805898666,0.49399998784065247
Lycalopex_fulvipes,-74.045833,-42.104167,Chiloe,1.0,1.0,0.9155406355857849,0.838096022605896,0.5806139707565308,0.8840000033378601,1.0,1.0,0.6498420238494873,0.0013333334354683757,0.002761904848739505,0.8119999766349792
Lycalopex_fulvipes,-73.504167,-42.0125,Chiloe,1.0,1.0,0.40055760741233826,0.46708956360816956,0.3598330020904541,0.8679999709129333,1.0,1.0,0.45308399200439453,0.0037142857909202576,0.005428571719676256,0.7789999842643738
Lycalopex_fulvipes,-73.954167,-43.120833,Chiloe,1.0,1.0,0.9105194807052612,0.9320856332778931,0.6364369988441467,0.8539999723434448,1.0,1.0,0.638493001461029,0.0030476192478090525,0.006761904805898666,0.7919999957084656
Lycalopex_fulvipes,-73.954167,-43.1125,Chiloe,1.0,1.0,0.8947017192840576,0.8892034888267517,0.6564630270004272,0.8180000185966492,1.0,1.0,0.6402890086174011,0.0025714286603033543,0.005904762074351311,0.7570000290870667
Lycalopex_fulvipes,-73.954167,-42.745833,Chiloe,1.0,1.0,0.7495092749595642,0.7534871697425842,0.5353090167045593,0.9259999990463257,1.0,1.0,0.6074450016021729,0.003904761979356408,0.007333333604037762,0.8870000243186951
Lycalopex_fulvipes,-74.004167,-43.129167,Chiloe,1.0,1.0,0.8450638055801392,0.8935187458992004,0.6958659887313843,0.8479999899864197,1.0,1.0,0.6807529926300049,0.0023809524718672037,0.00552380969747901,0.7979999780654907
Lycalopex_fulvipes,-74.079167,-42.579167,Chiloe,1.0,1.0,0.7722671031951904,0.8190978765487671,0.4364889860153198,0.8799999952316284,1.0,1.0,0.4967060089111328,0.004380952566862106,0.007809523958712816,0.8100000023841858
Lycalopex_fulvipes,-74.079167,-42.5625,Chiloe,1.0,0.8999999761581421,0.6640074253082275,0.5020313858985901,0.2557780146598816,0.6309999823570251,1.0,1.0,0.270345002412796,0.004095238167792559,0.007238095626235008,0.5149999856948853
Lycalopex_fulvipes,-73.770833,-42.0625,Chiloe,1.0,1.0,0.8984434604644775,0.817831814289093,0.5163270235061646,0.8669999837875366,1.0,1.0,0.570330023765564,0.0016190477181226015,0.003238095436245203,0.7829999923706055
Lycalopex_fulvipes,-73.9875,-43.129167,Chiloe,1.0,1.0,0.8180162906646729,0.945676326751709,0.705731987953186,0.8690000176429749,1.0,1.0,0.6987190246582031,0.002476190449669957,0.005904762074351311,0.8220000267028809
Lycalopex_fulvipes,-74.129167,-43.145833,Chiloe,1.0,1.0,0.8621847033500671,0.9424458146095276,0.780722975730896,0.9340000152587891,1.0,1.0,0.7976160049438477,0.0011428571306169033,0.003238095436245203,0.9210000038146973
Lycalopex_fulvipes,-74.0375,-42.1125,Chiloe,1.0,1.0,0.9227789044380188,0.8760866522789001,0.5722370147705078,0.8930000066757202,1.0,1.0,0.6622970104217529,0.001428571529686451,0.0029523810371756554,0.8270000219345093
Lycalopex_fulvipes,-74.0375,-42.095833,Chiloe,1.0,1.0,0.9159197211265564,0.7787649035453796,0.5731300115585327,0.8830000162124634,1.0,1.0,0.642287015914917,0.0013333334354683757,0.002761904848739505,0.8090000152587891
Lycalopex_fulvipes,-74.0375,-42.104167,Chiloe,1.0,1.0,0.9126773476600647,0.749275267124176,0.5744879841804504,0.8830000162124634,1.0,1.0,0.6426759958267212,0.001428571529686451,0.0029523810371756554,0.8100000023841858
Lycalopex_fulvipes,-74.0375,-42.079167,Chiloe,1.0,1.0,0.9476829171180725,0.9090421795845032,0.600737988948822,0.8939999938011169,1.0,1.0,0.683230996131897,9.523809421807528E-4,0.002095238072797656,0.8309999704360962
Lycalopex_fulvipes,-73.220833,-39.354167,Middle,0.0,0.0,0.004787492100149393,0.04488934203982353,0.0022302099969238043,0.13199999928474426,0.0,0.0,0.018344800919294357,0.007714285980910063,0.003809523768723011,0.13699999451637268
Lycalopex_fulvipes,-72.095833,-39.179167,Middle,0.0,0.0,0.01000218465924263,0.0784008800983429,0.009884510189294815,0.8080000281333923,0.0,1.0,0.06944730132818222,0.0015238096239045262,-0.009999999776482582,0.8659999966621399
Lycalopex_fulvipes,-73.295833,-39.704167,Middle,0.699999988079071,1.0,0.020126942545175552,0.13955137133598328,0.036898501217365265,0.8679999709129333,0.0,0.0,0.10778599977493286,0.007238095626235008,-0.009999999776482582,0.8119999766349792
Lycalopex_fulvipes,-72.845833,-40.879167,Middle,0.30000001192092896,0.8999999761581421,0.0060738688334822655,0.04216362535953522,0.037303801625967026,0.753000020980835,0.0,0.0,0.08579590171575546,0.005428571719676256,0.003809523768723011,0.652999997138977
Lycalopex_fulvipes,-73.470833,-39.979167,Middle,1.0,1.0,0.016159502789378166,0.2770741879940033,0.047575801610946655,0.8980000019073486,0.0,0.0,0.12452399730682373,0.006666666828095913,-0.009999999776482582,0.847000002861023
Lycalopex_fulvipes,-72.7875,-39.195833,Middle,0.0,0.0,0.004787492100149393,0.019129054620862007,0.0018759199883788824,0.061000000685453415,0.0,1.0,0.013701800256967545,0.007904762402176857,0.006095238495618105,0.0729999989271164
Lycalopex_fulvipes,-73.579167,-40.029167,Middle,0.0,0.10000000149011612,0.010742362588644028,0.13377301394939423,0.007904100231826305,0.8289999961853027,0.0,0.0,0.04351459816098213,0.002761904848739505,-0.009999999776482582,0.7770000100135803
Lycalopex_fulvipes,-73.1875,-37.620833,Nahuelbuta,1.0,1.0,0.8350252509117126,0.8376964926719666,0.6981329917907715,0.7889999747276306,1.0,1.0,0.7184669971466064,0.006666666828095913,0.005809524096548557,0.7699999809265137
Lycalopex_fulvipes,-73.220833,-37.654167,Nahuelbuta,1.0,1.0,0.7876807451248169,0.6717920899391174,0.6508259773254395,0.7429999709129333,1.0,1.0,0.6799539923667908,0.007333333604037762,0.006285714451223612,0.7089999914169312
Lycalopex_fulvipes,-72.9875,-37.8875,Nahuelbuta,0.20000000298023224,0.699999988079071,0.6524580121040344,0.4258187711238861,0.14226500689983368,0.4480000138282776,1.0,1.0,0.19416899979114532,0.007333333604037762,0.006952381227165461,0.40700000524520874
Lycalopex_fulvipes,-73.129167,-37.670833,Nahuelbuta,1.0,1.0,0.9327316284179688,0.9131758213043213,0.8598849773406982,0.8700000047683716,1.0,1.0,0.8748990297317505,0.002857143059372902,0.002761904848739505,0.9010000228881836
Lycalopex_fulvipes,-73.179167,-37.679167,Nahuelbuta,1.0,1.0,0.9063816666603088,0.9415825009346008,0.8444269895553589,0.8479999899864197,1.0,1.0,0.8695690035820007,0.004761904943734407,0.004380952566862106,0.859000027179718
Lycalopex_fulvipes,-73.179167,-37.6875,Nahuelbuta,1.0,1.0,0.7770085334777832,0.8956151008605957,0.809328019618988,0.8320000171661377,1.0,1.0,0.8352149724960327,0.005428571719676256,0.004952380899339914,0.8330000042915344
Lycalopex_fulvipes,-73.0375,-37.8125,Nahuelbuta,1.0,1.0,0.9140744805335999,0.9083582162857056,0.8619239926338196,0.8489999771118164,1.0,1.0,0.8779500126838684,0.002476190449669957,0.002476190449669957,0.8859999775886536
Lycalopex_fulvipes,-73.0375,-37.820833,Nahuelbuta,0.8999999761581421,0.6000000238418579,0.8510714769363403,0.8056197762489319,0.7787860035896301,0.8960000276565552,1.0,1.0,0.7768369913101196,5.714285653084517E-4,5.714285653084517E-4,0.9419999718666077
Lycalopex_fulvipes,-72.945833,-37.7375,Nahuelbuta,0.8999999761581421,1.0,0.20475837588310242,0.6898298263549805,0.7332130074501038,0.828000009059906,1.0,1.0,0.7487819790840149,0.004666666500270367,0.00447619054466486,0.8379999995231628
Lycalopex_fulvipes,-73.1625,-37.695833,Nahuelbuta,1.0,1.0,0.84940505027771,0.8336345553398132,0.7173190116882324,0.7730000019073486,1.0,1.0,0.7369139790534973,0.006857143249362707,0.005904762074351311,0.753000020980835
Lycalopex_fulvipes,-72.854167,-37.770833,Nahuelbuta,0.5,0.699999988079071,0.287313312292099,0.12440091371536255,0.360258013010025,0.5820000171661377,1.0,1.0,0.38424500823020935,0.006285714451223612,0.006190476473420858,0.546999990940094
Lycalopex_fulvipes,-73.2125,-37.654167,Nahuelbuta,1.0,1.0,0.8350252509117126,0.8220069408416748,0.6987670063972473,0.7900000214576721,1.0,1.0,0.7191269993782043,0.006666666828095913,0.005809524096548557,0.7710000276565552
Lycalopex_fulvipes,-72.979167,-37.829167,Nahuelbuta,1.0,1.0,0.8353580236434937,0.9218246936798096,0.8478829860687256,0.8429999947547913,1.0,1.0,0.8710520267486572,0.004095238167792559,0.003904761979356408,0.8610000014305115
Lycalopex_fulvipes,-73.120833,-37.679167,Nahuelbuta,1.0,1.0,0.9314513802528381,0.9165098071098328,0.8589400053024292,0.8709999918937683,1.0,1.0,0.8742949962615967,0.0030476192478090525,0.002857143059372902,0.8999999761581421
Lycalopex_fulvipes,-73.120833,-37.8125,Nahuelbuta,0.4000000059604645,0.8999999761581421,0.8104355931282043,0.7350290417671204,0.5433019995689392,0.6539999842643738,1.0,1.0,0.59306800365448,0.007714285980910063,0.006380952429026365,0.6179999709129333
Lycalopex_fulvipes,-73.120833,-37.854167,Nahuelbuta,0.6000000238418579,1.0,0.8090627193450928,0.7361266016960144,0.5680009722709656,0.6700000166893005,1.0,1.0,0.6128489971160889,0.007619047537446022,0.006380952429026365,0.6349999904632568
Lycalopex_fulvipes,-73.170833,-37.679167,Nahuelbuta,1.0,1.0,0.8619686365127563,0.9235695004463196,0.8437520265579224,0.8460000157356262,1.0,1.0,0.8689690232276917,0.004761904943734407,0.004380952566862106,0.8569999933242798
Lycalopex_fulvipes,-73.170833,-37.695833,Nahuelbuta,1.0,1.0,0.8156078457832336,0.8554446697235107,0.7768779993057251,0.8199999928474426,1.0,1.0,0.807407021522522,0.005904762074351311,0.005238095298409462,0.8149999976158142
Lycalopex_fulvipes,-73.154167,-37.779167,Nahuelbuta,0.20000000298023224,0.800000011920929,0.6928589344024658,0.5099896192550659,0.223922997713089,0.4740000069141388,1.0,1.0,0.3250429928302765,0.008380952291190624,0.006952381227165461,0.4259999990463257
Lycalopex_fulvipes,-73.154167,-37.6625,Nahuelbuta,1.0,1.0,0.806487500667572,0.910190999507904,0.841517984867096,0.8460000157356262,1.0,1.0,0.8650050163269043,0.004952380899339914,0.00447619054466486,0.8550000190734863
Lycalopex_fulvipes,-73.204167,-37.645833,Nahuelbuta,1.0,1.0,0.9021669030189514,0.7893312573432922,0.6261540055274963,0.7300000190734863,1.0,1.0,0.6603540182113647,0.007523809559643269,0.006285714451223612,0.6949999928474426
Lycalopex_fulvipes,-73.204167,-37.554167,Nahuelbuta,0.8999999761581421,1.0,0.9197619557380676,0.8352580070495605,0.5894359946250916,0.7020000219345093,1.0,1.0,0.6295329928398132,0.007714285980910063,0.006380952429026365,0.6639999747276306
Lycalopex_fulvipes,-73.204167,-37.620833,Nahuelbuta,1.0,1.0,0.9425415396690369,0.8460487127304077,0.674248993396759,0.753000020980835,1.0,1.0,0.6998869776725769,0.007238095626235008,0.006095238495618105,0.7239999771118164
Lycalopex_fulvipes,-72.970833,-37.829167,Nahuelbuta,1.0,1.0,0.848318338394165,0.8816530704498291,0.8436009883880615,0.8399999737739563,1.0,1.0,0.868681013584137,0.004285714123398066,0.004095238167792559,0.8550000190734863
Lycalopex_fulvipes,-73.1125,-37.7375,Nahuelbuta,1.0,1.0,0.7902523875236511,0.8169661164283752,0.7236359715461731,0.796999990940094,1.0,1.0,0.7424579858779907,0.006476190872490406,0.00552380969747901,0.7870000004768372
Lycalopex_fulvipes,-73.1125,-37.704167,Nahuelbuta,0.8999999761581421,0.6000000238418579,0.9033430218696594,0.8365231156349182,0.7912740111351013,0.8730000257492065,0.0,1.0,0.8228819966316223,0.0011428571306169033,0.0011428571306169033,0.921999990940094
Lycalopex_fulvipes,-73.020833,-37.829167,Nahuelbuta,1.0,1.0,0.9181118607521057,0.8895096182823181,0.8505640029907227,0.8899999856948853,1.0,1.0,0.8671709895133972,0.0037142857909202576,0.003238095436245203,0.9120000004768372
Lycalopex_fulvipes,-73.020833,-37.8125,Nahuelbuta,1.0,1.0,0.8797000646591187,0.866251528263092,0.8600170016288757,0.8999999761581421,1.0,1.0,0.872173011302948,0.0026666668709367514,0.0023809524718672037,0.9290000200271606
Lycalopex_fulvipes,-73.020833,-37.804167,Nahuelbuta,1.0,1.0,0.8944618701934814,0.9243060946464539,0.8602190017700195,0.8489999771118164,1.0,1.0,0.8770440220832825,0.002857143059372902,0.002761904848739505,0.8820000290870667
Lycalopex_fulvipes,-73.145833,-37.6625,Nahuelbuta,1.0,1.0,0.9159036874771118,0.9577223062515259,0.8474169969558716,0.8510000109672546,1.0,1.0,0.870606005191803,0.004571428522467613,0.004190476145595312,0.8650000095367432
Lycalopex_fulvipes,-73.145833,-37.6875,Nahuelbuta,1.0,1.0,0.6911763548851013,0.8775478005409241,0.8519129753112793,0.8109999895095825,1.0,1.0,0.87391197681427,0.004000000189989805,0.004000000189989805,0.828000009059906
Lycalopex_fulvipes,-73.145833,-37.770833,Nahuelbuta,0.0,0.0,0.008418223820626736,0.025574741885066032,0.12533099949359894,0.3009999990463257,0.0,1.0,0.18936599791049957,0.008571428246796131,0.006476190872490406,0.2800000011920929
Lycalopex_fulvipes,-72.9125,-37.695833,Nahuelbuta,0.4000000059604645,0.800000011920929,0.6154801845550537,0.3007842004299164,0.3311449885368347,0.550000011920929,1.0,1.0,0.3521119952201843,0.006666666828095913,0.0065714288502931595,0.5090000033378601
Lycalopex_fulvipes,-72.9125,-37.729167,Nahuelbuta,0.8999999761581421,0.8999999761581421,0.3510020077228546,0.465278685092926,0.6578739881515503,0.8029999732971191,1.0,1.0,0.6599889993667603,0.005333333741873503,0.004952380899339914,0.8040000200271606
Lycalopex_fulvipes,-73.195833,-37.620833,Nahuelbuta,1.0,1.0,0.83257657289505,0.854398787021637,0.7237020134925842,0.796999990940094,1.0,1.0,0.7405760288238525,0.006476190872490406,0.005714286118745804,0.7820000052452087
Lycalopex_fulvipes,-72.9625,-37.820833,Nahuelbuta,0.8999999761581421,1.0,0.5169134140014648,0.7936851978302002,0.7704799771308899,0.8309999704360962,1.0,1.0,0.8024269938468933,0.004761904943734407,0.00447619054466486,0.8410000205039978
Lycalopex_fulvipes,-72.729167,-37.254167,Nahuelbuta,0.0,0.0,0.005260728299617767,0.009461267851293087,8.134759991662577E-5,0.003000000026077032,0.0,0.0,5.153579986654222E-4,0.0026666668709367514,0.002857143059372902,0.00800000037997961
Lycalopex_fulvipes,-73.0125,-37.820833,Nahuelbuta,1.0,1.0,0.9125428199768066,0.8618522882461548,0.8568599820137024,0.8970000147819519,1.0,1.0,0.8703669905662537,0.0030476192478090525,0.0026666668709367514,0.9229999780654907
Lycalopex_fulvipes,-72.995833,-37.820833,Nahuelbuta,1.0,1.0,0.8789862990379333,0.7858101725578308,0.8575019836425781,0.9020000100135803,1.0,1.0,0.8700810074806213,0.002857143059372902,0.002476190449669957,0.9290000200271606
Lycalopex_fulvipes,-72.995833,-37.829167,Nahuelbuta,1.0,1.0,0.9122574925422668,0.8282554149627686,0.8551300168037415,0.8999999761581421,1.0,1.0,0.8687800168991089,0.003142857225611806,0.002761904848739505,0.9259999990463257
Lycalopex_fulvipes,-72.995833,-37.754167,Nahuelbuta,0.8999999761581421,1.0,0.8592272400856018,0.8337327837944031,0.7800139784812927,0.8769999742507935,1.0,1.0,0.8108639717102051,0.00447619054466486,0.003904761979356408,0.8939999938011169
Lycalopex_fulvipes,-73.1375,-37.6625,Nahuelbuta,1.0,1.0,0.9271761775016785,0.9291386008262634,0.8549349904060364,0.8659999966621399,1.0,1.0,0.8724489808082581,0.003619047813117504,0.0033333334140479565,0.890999972820282
